"author","title","year","evidence_type","comments","manual_tags","citekey","evidence_pro","evidence_con","opinion_pro","opinion_con_buts"
"Lee, Hopin; Lamb, Sarah E.; Bagg, Matthew K.; Toomey, Elaine; Cashin, Aidan G.; Moseley, G. Lorimer","Reproducible and replicable pain research: a critical review","2018",NA,NA,"empirical; include; sample-size; note; editorial_policies","lee2018",NA,NA,NA,NA
"Lee, Hopin; Lamb, Sarah E.; Bagg, Matthew K.; Toomey, Elaine; Cashin, Aidan G.; Moseley, G. Lorimer","Reproducible and replicable pain research: a critical review","2018",NA,NA,"empirical; include; sample-size; note; editorial_policies","lee2018",NA,NA,NA,NA
"Lee, Hopin; Lamb, Sarah E.; Bagg, Matthew K.; Toomey, Elaine; Cashin, Aidan G.; Moseley, G. Lorimer","Reproducible and replicable pain research: a critical review","2018",NA,NA,"empirical; include; sample-size; note; editorial_policies","lee2018",NA,NA,NA,NA
"Li, Shelley Xin; Sandino, Tatiana","Effects of an Information Sharing System on Employee Creativity, Engagement, and Performance","2018","anecdotal",NA,"design; creativity; productivity; field experiments; include; selection; impact; note; authority; engagement; generation; geographically dispersed   organizations; idea; information sharing systems; integration; knowledge sharing; labor management; learning; organizations; retail chains","li2018","RRs contain far more replication studies than traditional formats (Open Science Collaboration list)",NA,NA,NA
"Li, Shelley Xin; Sandino, Tatiana","Effects of an Information Sharing System on Employee Creativity, Engagement, and Performance","2018","anecdotal",NA,"design; creativity; productivity; field experiments; include; selection; impact; note; authority; engagement; generation; geographically dispersed   organizations; idea; information sharing systems; integration; knowledge sharing; labor management; learning; organizations; retail chains","li2018","RRs contain far more replication studies than traditional formats (Open Science Collaboration list)",NA,NA,NA
"Li, Shelley Xin; Sandino, Tatiana","Effects of an Information Sharing System on Employee Creativity, Engagement, and Performance","2018","anecdotal",NA,"design; creativity; productivity; field experiments; include; selection; impact; note; authority; engagement; generation; geographically dispersed   organizations; idea; information sharing systems; integration; knowledge sharing; labor management; learning; organizations; retail chains","li2018","RRs contain far more replication studies than traditional formats (Open Science Collaboration list)",NA,NA,NA
"Li, Shelley Xin; Sandino, Tatiana","Effects of an Information Sharing System on Employee Creativity, Engagement, and Performance","2018","anecdotal",NA,"design; creativity; productivity; field experiments; include; selection; impact; note; authority; engagement; generation; geographically dispersed   organizations; idea; information sharing systems; integration; knowledge sharing; labor management; learning; organizations; retail chains","li2018",NA,NA,NA,NA
"Li, Shelley Xin; Sandino, Tatiana","Effects of an Information Sharing System on Employee Creativity, Engagement, and Performance","2018","anecdotal",NA,"design; creativity; productivity; field experiments; include; selection; impact; note; authority; engagement; generation; geographically dispersed   organizations; idea; information sharing systems; integration; knowledge sharing; labor management; learning; organizations; retail chains","li2018",NA,NA,NA,NA
"Li, Shelley Xin; Sandino, Tatiana","Effects of an Information Sharing System on Employee Creativity, Engagement, and Performance","2018","anecdotal",NA,"design; creativity; productivity; field experiments; include; selection; impact; note; authority; engagement; generation; geographically dispersed   organizations; idea; information sharing systems; integration; knowledge sharing; labor management; learning; organizations; retail chains","li2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"Marsden, Emma; Morgan-Short, Kara; Thompson, Sophie; Abugaber, David","Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field","2018",NA,NA,"replication; methodology; publishing; systematic review; registered reports; research design; include; crisis; attention; implicit; note; comprehension; counterfactuals; grammar; language-acquisition; processing instruction; quantitative research; second language","marsden2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McBee, Matthew T.; Makel, Matthew C.; Peters, Scott J.; Matthews, Michael S.","A Call for Open Science in Giftedness Research","2018",NA,NA,"reproducibility; HARKing; preregistration; replication; replication crisis; p-hacking; pub bias; open materials; open data; registered reports; citations; questionable research practices (QRPs); registered report; include; note; file   drawer; open   science; psychological-science","mcbee2018",NA,NA,NA,NA
"McEwan, Bree; Carpenter, Christopher J.; Westerman, David","On Replication in Communication Science","2018",NA,NA,"design; Quantitative Methods; Meta-Analysis; include; note; Communication Research; Communication Science; Registered   Reports; Replications","mcewan2018",NA,NA,NA,NA
"McEwan, Bree; Carpenter, Christopher J.; Westerman, David","On Replication in Communication Science","2018",NA,NA,"design; Quantitative Methods; Meta-Analysis; include; note; Communication Research; Communication Science; Registered   Reports; Replications","mcewan2018",NA,NA,NA,NA
"Munafo, Marcus R.","Improving the Efficiency of Grant and Journal Peer Review: Registered Reports Funding","2017",NA,NA,"include; nicotine; note; announcement_funder_rr_partnership; funder_rr_partnerships; tobacco research","munafo2017",NA,NA,NA,NA
"Munafo, Marcus R.","Improving the Efficiency of Grant and Journal Peer Review: Registered Reports Funding","2017",NA,NA,"include; nicotine; note; announcement_funder_rr_partnership; funder_rr_partnerships; tobacco research","munafo2017",NA,NA,NA,NA
"Munafo, Marcus R.","Improving the Efficiency of Grant and Journal Peer Review: Registered Reports Funding","2017",NA,NA,"include; nicotine; note; announcement_funder_rr_partnership; funder_rr_partnerships; tobacco research","munafo2017",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
"Munafo, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; du Sert, Nathalie Percie; Simonsohn, Uri; Wagenmakers, Eric-Jan; Ware, Jennifer J.; Ioannidis, John P. A.","A manifesto for reproducible science","2017",NA,NA,"include; note; funder_rr_partnerships","munafo2017a",NA,NA,NA,NA
